User,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25
763,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
764,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
765,7807956,6451873,10791419,2437142,305478,1021297,7424682,3700753,2518768,3386165,5346428,6207373,6839434,831715,8696863,1559655,6443289,124277,12291609,11041854,6956281,33449,4983622,511016,5359984
766,10065428,511016,3648305,4546014,6839434,11433316,10072787,3918124,33449,124277,11041854,12285424,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,4737648
767,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
768,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
769,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
770,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
771,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
772,7807956,6451873,10791419,5346428,305478,7424682,2437142,2518768,6956281,831715,3700753,1021297,511016,8696863,6207373,1559655,6443289,12291609,124277,11041854,33449,3386165,4983622,6839434,5359984
773,2495446,270032,5657126,4766309,1819387,1615614,11708663,13544734,7240753,5311947,835683,1006796,884518,6451873,9216587,1559655,6443289,11041854,33449,1021297,10986404,13012773,1910856,2671651,1102061
774,8403711,7487418,7669807,13218693,11781190,8351884,2045991,884518,2599807,9164087,6230399,4951277,6451873,6324076,2495446,1559655,6443289,4924314,835683,1021297,1615614,1910856,9332217,13544734,9135603
775,8310025,835683,7240753,10986404,9216587,4082771,5521358,6451873,2671651,1910856,5698987,7778720,13012773,10659884,13544734,1559655,6443289,11041854,5346428,33449,1021297,8232938,5311947,10791419,13247914
776,7778720,835683,9216587,4277052,5521358,5698987,10986404,33449,6451873,2671651,4082771,5311947,10659884,8232938,1741540,1559655,6443289,5346428,11041854,10791419,13012773,1910856,13544734,1021297,7876831
777,11150622,2082415,3811042,6839434,511016,8696863,4546014,124277,7023946,11041854,9532785,4737648,1690388,10072787,11433316,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,6956281
778,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
779,7658608,10791419,10659884,5359984,1021297,13012773,7424682,6451873,5346428,831715,3700753,1741540,8696863,2437142,6956281,1559655,6443289,124277,4983622,6839434,11041854,33449,3386165,511016,3332725
780,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
781,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
782,6451873,305478,10791419,2437142,3700753,7424682,6207373,124277,5346428,6956281,4983622,1021297,8696863,6839434,511016,1559655,6443289,3386165,2518768,12291609,11041854,33449,9532785,831715,7807956
783,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
784,3386165,2518768,1816056,6839434,4983622,831715,5944112,511016,4737648,6956281,9532785,8696863,1690388,3811042,11150622,1559655,6443289,8286890,193652,124277,33449,12291609,11041854,11433316,3700753
785,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
786,2599807,13218693,7669807,9332217,4924314,4856177,6324076,884518,835683,11781190,9164087,6230399,1615614,2495446,13544734,1559655,6443289,11041854,33449,1910856,3078963,1021297,4766309,6451873,2045991
787,4737648,511016,10065428,4546014,6839434,10072787,13644495,3918124,3648305,12291609,11041854,9532785,33449,11433316,1690388,1559655,6443289,8286890,193652,7023946,3427815,124277,8036406,6133638,8696863
788,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
789,7669807,1559655,6443289,9135603,6324076,11781190,835683,1021297,7487418,892315,6502910,2275891,1758811,2596677,1024587,2475239,4116862,5324390,1293971,3171362,1163153,3427815,11049346,8036406,6133638
790,10065428,511016,3648305,4546014,6839434,11433316,10072787,3918124,33449,124277,11041854,12285424,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,12291609,8036406,6133638,4737648
791,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
792,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
793,511016,6839434,3648305,4546014,11041854,11433316,10072787,3918124,33449,124277,12291609,12285424,9532785,1690388,13644495,1559655,6443289,8286890,193652,7023946,3427815,11049346,8036406,6133638,10065428
794,3386165,1816056,831715,2518768,4983622,5944112,4737648,124277,1690388,6956281,11433316,11150622,8696863,6839434,511016,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,3811042,3700753
795,6956281,2082415,11150622,511016,11433316,8696863,3811042,124277,7023946,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,4305103
796,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
797,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
798,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
799,6956281,2082415,11150622,511016,11433316,8696863,3811042,124277,7023946,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,4305103
800,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
801,6839434,4546014,10072787,3648305,11041854,9532785,13644495,3918124,8286890,12291609,124277,33449,12285424,11433316,1690388,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
802,1559655,6443289,7669807,1629582,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
803,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,884518,13544734,8403711,1615614
804,7807956,6451873,10791419,5346428,305478,7424682,2437142,2518768,11041854,3700753,3386165,1021297,8696863,6207373,6956281,1559655,6443289,12291609,124277,33449,831715,4983622,6839434,511016,5359984
805,4951277,2599807,2045991,4924314,7669807,13218693,6324076,835683,11781190,884518,3078963,9164087,6230399,2495446,1615614,1559655,6443289,11041854,33449,1021297,13544734,1910856,9332217,6451873,7834034
806,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
807,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
808,7669807,1559655,6443289,9135603,6324076,11781190,835683,1021297,7487418,2045991,6502910,1758811,2275891,2475239,2596677,1024587,3427815,4116862,5324390,1293971,3171362,1163153,11049346,8036406,6133638
809,7669807,13218693,7487418,6230399,2045991,6324076,835683,1559655,6443289,4951277,1021297,6451873,9332217,11781190,2495446,9135603,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
810,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
811,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
812,5346428,3700753,7424682,2518768,3386165,1021297,6207373,193652,6956281,831715,4983622,5944112,511016,8696863,9710358,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,6839434,2437142
813,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
814,11708663,835683,2271256,9216587,4082771,8310025,5521358,33449,5311947,2671651,1910856,7240753,13012773,10659884,8232938,1559655,6443289,6451873,11041854,5346428,10791419,13544734,10986404,1021297,4766309
815,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
816,6839434,4546014,3648305,33449,11041854,11433316,10072787,3918124,8286890,124277,12291609,12285424,9532785,1690388,13644495,1559655,6443289,7136371,193652,7023946,3427815,11049346,8036406,6133638,511016
817,9216587,1910856,4082771,5698987,1327341,5311947,13544734,6451873,5346428,8232938,10986404,2671651,13012773,10659884,12747133,1559655,6443289,11041854,124277,33449,1021297,511016,1741540,10791419,5521358
818,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
819,8310025,835683,7778720,13544734,4082771,7240753,5521358,33449,5311947,8232938,1910856,9216587,13012773,2671651,1021297,1559655,6443289,6451873,11041854,5346428,10791419,5698987,10986404,10659884,13247914
820,8232938,6725611,4215596,6451873,7658608,13012773,3332725,8696863,5346428,1021297,5359984,1741540,6956281,10659884,4983622,1559655,6443289,11041854,124277,33449,3700753,511016,6839434,10791419,2671651
821,4983622,6956281,831715,2082415,11433316,3811042,5944112,124277,1690388,11041854,9532785,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,4737648,2518768
822,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
823,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
824,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,2596677,5324390,6133638,1024587,1293971,3171362,1163153
825,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
826,3386165,1816056,831715,2518768,4983622,5944112,11150622,124277,1690388,6956281,11433316,3811042,8696863,6839434,511016,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,4737648,3700753
827,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
828,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
829,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
830,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
831,7778720,835683,4277052,5521358,4082771,13544734,9216587,33449,6451873,2671651,1910856,5311947,13012773,8232938,10659884,1559655,6443289,5346428,11041854,1021297,10791419,5698987,10986404,1741540,7876831
832,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
833,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
834,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
835,1559655,6443289,11781190,6324076,7669807,835683,9135603,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
836,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
837,2518768,4983622,831715,2082415,6956281,3811042,5944112,124277,1690388,11041854,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,9532785,4737648,1816056
838,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
839,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
840,3386165,1816056,831715,2518768,4983622,3811042,5944112,124277,1690388,6956281,11433316,11150622,8696863,511016,6839434,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,4737648,3700753
841,7424682,1816056,1021297,3700753,3386165,6207373,9710358,193652,2518768,6956281,4983622,5944112,6839434,831715,8696863,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,511016,5346428
842,8310025,7240753,5311947,5521358,835683,13544734,10986404,33449,6451873,9216587,4082771,7778720,2671651,8232938,10659884,1559655,6443289,5346428,11041854,1021297,10791419,1910856,5698987,13012773,13247914
843,7669807,2599807,4951277,1615614,4924314,2045991,9164087,884518,835683,11781190,9332217,13218693,6230399,6324076,3078963,1559655,6443289,11041854,33449,1021297,13544734,1910856,2495446,6451873,7834034
