Name,Value
Item 11,1021297
Item 12,6451873
Item 13,9332217
Item 14,11781190
Item 15,2495446
Item 16,9135603
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,810
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,811
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,812
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,5346428
Item 2,3700753
Item 3,7424682
Item 4,2518768
Item 5,3386165
Item 6,1021297
Item 7,6207373
Item 8,193652
Item 9,6956281
Item 10,831715
Item 11,4983622
Item 12,5944112
Item 13,511016
Item 14,8696863
Item 15,9710358
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,6839434
Item 25,2437142
User,813
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,814
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,11708663
Item 2,835683
Item 3,2271256
Item 4,9216587
Item 5,4082771
Item 6,8310025
Item 7,5521358
Item 8,33449
Item 9,5311947
Item 10,2671651
Item 11,1910856
Item 12,7240753
Item 13,13012773
Item 14,10659884
Item 15,8232938
Item 16,1559655
Item 17,6443289
Item 18,6451873
Item 19,11041854
Item 20,5346428
Item 21,10791419
Item 22,13544734
Item 23,10986404
Item 24,1021297
Item 25,4766309
User,815
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,816
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,6839434
Item 2,4546014
Item 3,3648305
Item 4,33449
Item 5,11041854
Item 6,11433316
Item 7,10072787
Item 8,3918124
Item 9,8286890
Item 10,124277
Item 11,12291609
Item 12,12285424
Item 13,9532785
Item 14,1690388
Item 15,13644495
Item 16,1559655
Item 17,6443289
Item 18,7136371
Item 19,193652
Item 20,7023946
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,817
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,9216587
Item 2,1910856
Item 3,4082771
Item 4,5698987
Item 5,1327341
Item 6,5311947
Item 7,13544734
Item 8,6451873
Item 9,5346428
Item 10,8232938
Item 11,10986404
Item 12,2671651
Item 13,13012773
Item 14,10659884
Item 15,12747133
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,1021297
Item 22,511016
Item 23,1741540
Item 24,10791419
Item 25,5521358
User,818
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,819
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,8310025
Item 2,835683
Item 3,7778720
Item 4,13544734
Item 5,4082771
Item 6,7240753
Item 7,5521358
Item 8,33449
Item 9,5311947
Item 10,8232938
Item 11,1910856
Item 12,9216587
Item 13,13012773
Item 14,2671651
Item 15,1021297
Item 16,1559655
Item 17,6443289
Item 18,6451873
Item 19,11041854
Item 20,5346428
Item 21,10791419
Item 22,5698987
Item 23,10986404
Item 24,10659884
Item 25,13247914
User,820
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,8232938
Item 2,6725611
Item 3,4215596
Item 4,6451873
Item 5,7658608
Item 6,13012773
Item 7,3332725
Item 8,8696863
Item 9,5346428
Item 10,1021297
Item 11,5359984
Item 12,1741540
Item 13,6956281
Item 14,10659884
Item 15,4983622
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,3700753
Item 22,511016
Item 23,6839434
Item 24,10791419
Item 25,2671651
User,821
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,4983622
Item 2,6956281
Item 3,831715
Item 4,2082415
Item 5,11433316
Item 6,3811042
Item 7,5944112
Item 8,124277
Item 9,1690388
Item 10,11041854
Item 11,9532785
Item 12,11150622
Item 13,8696863
Item 14,511016
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,8036406
Item 24,4737648
Item 25,2518768
User,822
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,823
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,824
Gender,Female
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,2596677
Item 20,5324390
Item 21,6133638
Item 22,1024587
Item 23,1293971
Item 24,3171362
Item 25,1163153
User,825
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,4737648
Item 2,10065428
Item 3,4546014
Item 4,511016
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,8696863
User,826
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,3386165
Item 2,1816056
Item 3,831715
Item 4,2518768
Item 5,4983622
Item 6,5944112
Item 7,11150622
Item 8,124277
Item 9,1690388
Item 10,6956281
Item 11,11433316
Item 12,3811042
Item 13,8696863
Item 14,6839434
Item 15,511016
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,11041854
Item 22,33449
Item 23,9532785
Item 24,4737648
Item 25,3700753
User,827
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,828
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,829
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,10065428
Item 2,511016
Item 3,4546014
Item 4,12285424
Item 5,6839434
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,7023946
Item 10,12291609
Item 11,33449
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,124277
Item 21,3427815
Item 22,11041854
Item 23,8036406
Item 24,6133638
Item 25,4737648
User,830
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,511016
User,831
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,7778720
Item 2,835683
Item 3,4277052
Item 4,5521358
Item 5,4082771
Item 6,13544734
Item 7,9216587
Item 8,33449
Item 9,6451873
Item 10,2671651
Item 11,1910856
Item 12,5311947
Item 13,13012773
Item 14,8232938
Item 15,10659884
Item 16,1559655
Item 17,6443289
Item 18,5346428
Item 19,11041854
Item 20,1021297
Item 21,10791419
Item 22,5698987
Item 23,10986404
Item 24,1741540
Item 25,7876831
User,832
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,833
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,3918124
Item 5,3411845
Item 6,2275891
Item 7,6896055
Item 8,6502910
Item 9,2596677
Item 10,1024587
Item 11,11388684
Item 12,4573768
Item 13,1758811
Item 14,4116862
Item 15,5324390
Item 16,1293971
Item 17,3171362
Item 18,1163153
Item 19,1629582
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,834
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,7669807
Item 4,9135603
Item 5,6324076
Item 6,6896055
Item 7,11388684
Item 8,2275891
Item 9,4573768
Item 10,6502910
Item 11,2596677
Item 12,1024587
Item 13,1629582
Item 14,1758811
Item 15,4116862
Item 16,5324390
Item 17,1293971
Item 18,3171362
Item 19,1163153
Item 20,892315
Item 21,2475239
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,835
Gender,Male
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,11781190
Item 4,6324076
Item 5,7669807
Item 6,835683
Item 7,9135603
Item 8,1021297
Item 9,7487418
Item 10,2045991
Item 11,4951277
Item 12,6230399
Item 13,13218693
Item 14,2495446
Item 15,9332217
Item 16,6451873
Item 17,2599807
Item 18,9164087
Item 19,4924314
Item 20,1910856
Item 21,8351884
Item 22,13544734
Item 23,884518
Item 24,8403711
Item 25,1615614
User,836
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,837
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,2518768
Item 2,4983622
Item 3,831715
Item 4,2082415
Item 5,6956281
Item 6,3811042
Item 7,5944112
Item 8,124277
Item 9,1690388
Item 10,11041854
Item 11,11433316
Item 12,11150622
Item 13,8696863
Item 14,511016
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,3427815
Item 22,33449
Item 23,9532785
Item 24,4737648
Item 25,1816056
User,838
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,839
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,840
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,3386165
Item 2,1816056
Item 3,831715
Item 4,2518768
Item 5,4983622
Item 6,3811042
Item 7,5944112
Item 8,124277
Item 9,1690388
Item 10,6956281
Item 11,11433316
Item 12,11150622
Item 13,8696863
Item 14,511016
Item 15,6839434
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,8286890
Item 20,12291609
Item 21,11041854
Item 22,33449
Item 23,9532785
Item 24,4737648
Item 25,3700753
User,841
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,7424682
Item 2,1816056
Item 3,1021297
Item 4,3700753
Item 5,3386165
Item 6,6207373
Item 7,9710358
Item 8,193652
Item 9,2518768
Item 10,6956281
Item 11,4983622
Item 12,5944112
Item 13,6839434
Item 14,831715
Item 15,8696863
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,11041854
Item 21,33449
Item 22,9532785
Item 23,11433316
Item 24,511016
Item 25,5346428
User,842
Gender,Female
AgeGroup,30-50
Hobbies,Outdoors
Profession,IT Professional
Item 1,8310025
Item 2,7240753
Item 3,5311947
Item 4,5521358
Item 5,835683
Item 6,13544734
Item 7,10986404
Item 8,33449
Item 9,6451873
Item 10,9216587
Item 11,4082771
Item 12,7778720
Item 13,2671651
Item 14,8232938
Item 15,10659884
Item 16,1559655
Item 17,6443289
Item 18,5346428
Item 19,11041854
Item 20,1021297
Item 21,10791419
Item 22,1910856
Item 23,5698987
Item 24,13012773
Item 25,13247914
User,843
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,7669807
Item 2,2599807
Item 3,4951277
Item 4,1615614
Item 5,4924314
Item 6,2045991
Item 7,9164087
Item 8,884518
Item 9,835683
Item 10,11781190
Item 11,9332217
Item 12,13218693
Item 13,6230399
Item 14,6324076
Item 15,3078963
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,33449
Item 20,1021297
Item 21,13544734
Item 22,1910856
Item 23,2495446
Item 24,6451873
Item 25,7834034
User,844
Gender,Male
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,3332725
Item 2,13012773
Item 3,7658608
Item 4,6451873
Item 5,5359984
Item 6,1741540
Item 7,10659884
Item 8,831715
Item 9,5346428
Item 10,3700753
Item 11,3386165
Item 12,10791419
Item 13,1021297
Item 14,2437142
Item 15,6956281
Item 16,1559655
Item 17,6443289
Item 18,11041854
Item 19,124277
Item 20,33449
Item 21,511016
Item 22,4983622
Item 23,6839434
Item 24,8696863
Item 25,4215596
User,845
Gender,Male
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,7669807
Item 2,1559655
Item 3,6443289
Item 4,9135603
Item 5,6324076
Item 6,11781190
Item 7,835683
Item 8,1021297
Item 9,7487418
Item 10,892315
Item 11,6502910
Item 12,2275891
Item 13,1758811
Item 14,2596677
Item 15,1024587
Item 16,2475239
Item 17,4116862
Item 18,5324390
Item 19,1293971
Item 20,3171362
Item 21,1163153
Item 22,3427815
Item 23,11049346
Item 24,8036406
Item 25,6133638
User,846
Gender,Male
AgeGroup,18-30
Hobbies,Indoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,847
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,848
Gender,Female
AgeGroup,30-50
Hobbies,Indoors
Profession,IT Professional
Item 1,9216587
Item 2,4082771
Item 3,13544734
Item 4,6451873
Item 5,1910856
Item 6,5311947
Item 7,1327341
Item 8,33449
Item 9,5346428
Item 10,8232938
Item 11,5698987
Item 12,2671651
Item 13,13012773
Item 14,12747133
Item 15,10659884
Item 16,1559655
Item 17,6443289
Item 18,124277
Item 19,11041854
Item 20,1021297
Item 21,10791419
Item 22,511016
Item 23,10986404
Item 24,1741540
Item 25,5521358
User,849
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,850
Gender,Male
AgeGroup,50+
Hobbies,Indoors
Profession,Professor
Item 1,7807956
Item 2,6451873
Item 3,10791419
Item 4,5346428
Item 5,305478
Item 6,1021297
Item 7,2437142
Item 8,2518768
Item 9,11041854
Item 10,3700753
Item 11,3386165
Item 12,6207373
Item 13,6956281
Item 14,8696863
Item 15,7424682
Item 16,1559655
Item 17,6443289
Item 18,12291609
Item 19,124277
Item 20,33449
Item 21,831715
Item 22,4983622
Item 23,6839434
Item 24,511016
Item 25,5359984
User,851
Gender,Male
AgeGroup,18-30
Hobbies,Outdoors
Profession,Student
Item 1,1559655
Item 2,6443289
Item 3,1084712
Item 4,3411845
Item 5,2275891
Item 6,6896055
Item 7,6502910
Item 8,2596677
Item 9,1024587
Item 10,11388684
Item 11,4573768
Item 12,1758811
Item 13,4116862
Item 14,5324390
Item 15,1293971
Item 16,3171362
Item 17,1163153
Item 18,1629582
Item 19,892315
Item 20,2475239
Item 21,3427815
Item 22,11049346
Item 23,8036406
Item 24,6133638
Item 25,3918124
User,852
Gender,Female
AgeGroup,50+
Hobbies,Outdoors
Profession,Professor
Item 1,6839434
Item 2,12285424
Item 3,4546014
Item 4,7023946
Item 5,33449
Item 6,1690388
Item 7,3648305
Item 8,3918124
Item 9,8286890
Item 10,12291609
Item 11,11041854
Item 12,9532785
Item 13,11433316
Item 14,13644495
Item 15,10072787
Item 16,1559655
Item 17,6443289
Item 18,193652
Item 19,7136371
Item 20,124277
Item 21,3427815
Item 22,11049346
