Userid,Gender,AgeGroup,Hobbies,Profession,Seasons,Listing ID,CountOfListingID,AgeGroup18-30_weight,AgeGroup30-50_Weight,AgeGroup50+_weight,Seasons_Summer_weight,Seasons_Winter_weight,Seasons_Spring_weight,Seasons_Fall_weight,Profession_IT_Professional_weight,Profession_Professor_weight,Profession_Student_weight,Profession_Contractor_weight,Hobbies_Indoor_weight,Hobbies_outdoor_weight,Room_type,Street,house_rules,Price_per_day,amenities,property_type,review_score
694,Female,18-30,Outdoors,IT Professional,Fall,1493526,13,0.384615384615385,0.307692307692308,0.307692307692308,0.230769230769231,0.384615384615385,0.153846153846154,0.230769230769231,0.461538461538462,0.230769230769231,0.153846153846154,0.153846153846154,0.538461538461538,0.461538461538462,Entire home/apt,"N Ravenswood Avenue, Chicago, IL 60640, United States",,130,"{Internet,""Wireless Internet"",Heating}",Apartment,9
695,Female,18-30,Outdoors,IT Professional,Spring,3750388,13,0.384615384615385,0.230769230769231,0.384615384615385,0.230769230769231,0.461538461538462,7.69230769230769e-002,0.230769230769231,0.307692307692308,0.230769230769231,0.230769230769231,0.230769230769231,0.769230769230769,0.230769230769231,Entire home/apt,"West Sunnyside Avenue, Chicago, IL 60625, United States",,100,"{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials,Shampoo}",Apartment,10
696,Female,30-50,Outdoors,Professor,Spring,1685758,13,0.461538461538462,0.384615384615385,0.153846153846154,0.230769230769231,0.384615384615385,7.69230769230769e-002,0.307692307692308,0.153846153846154,0.153846153846154,0.307692307692308,0.384615384615385,0.461538461538462,0.538461538461538,Entire home/apt,"West Winona Street, Chicago, IL 60625, United States",,85,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,9
697,Female,18-30,Indoors,IT Professional,Winter,5396698,26,0.423076923076923,0.192307692307692,0.384615384615385,0.192307692307692,0.346153846153846,0.192307692307692,0.269230769230769,0.346153846153846,0.192307692307692,0.230769230769231,0.230769230769231,0.461538461538462,0.538461538461538,Private room,"Carrer de la Creu Coberta, Barcelona, Catalonia 08014, Spain",,18,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extin",House,10
698,Female,50+,Indoors,Contractor,Summer,4339769,13,0.461538461538462,7.69230769230769e-002,0.461538461538462,0.230769230769231,0.153846153846154,0.461538461538462,0.153846153846154,0.307692307692308,7.69230769230769e-002,0.307692307692308,0.307692307692308,0.461538461538462,0.538461538461538,Entire home/apt,"North Wolcott Avenue, Chicago, IL 60640, United States",,130,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,""Fire Extinguisher"",Essentials}",Apartment,10
699,Male,18-30,Indoors,IT Professional,Summer,144369,13,0.230769230769231,0.384615384615385,0.384615384615385,0.307692307692308,0.230769230769231,0.307692307692308,0.153846153846154,0.153846153846154,0.461538461538462,7.69230769230769e-002,0.307692307692308,0.461538461538462,0.538461538461538,Private room,"North Ravenswood Avenue, Chicago, IL 60640, United States",,50,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
700,Male,30-50,Indoors,Professor,Fall,1816056,13,7.69230769230769e-002,0.769230769230769,0.153846153846154,0.230769230769231,0.153846153846154,0.307692307692308,0.307692307692308,0.230769230769231,0.307692307692308,0,0.461538461538462,0.384615384615385,0.615384615384615,Entire home/apt,"North Seeley Avenue, Chicago, IL 60625, United States",,97,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo}",Apartment,9
701,Female,18-30,Outdoors,IT Professional,Fall,1707234,12,0.25,0.333333333333333,0.416666666666667,0.333333333333333,0.166666666666667,8.33333333333333e-002,0.416666666666667,0.166666666666667,0.416666666666667,8.33333333333333e-002,0.333333333333333,0.25,0.75,Entire home/apt,"Rue Otlet, Anderlecht, Bruxelles 1070, Belgium",,55,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,10
702,Female,50+,Indoors,Professor,Spring,163216,12,0.166666666666667,0.416666666666667,0.416666666666667,0.25,0.25,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0.583333333333333,0.416666666666667,Private room,"Rue Claude Debussy, Anderlecht, Bruxelles 1070, Belgium",,30,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,9
703,Female,50+,Indoors,Professor,Spring,11801967,12,0.25,0.5,0.25,8.33333333333333e-002,0.166666666666667,0.416666666666667,0.333333333333333,0.25,0.333333333333333,8.33333333333333e-002,0.333333333333333,0.416666666666667,0.583333333333333,Entire home/apt,"Forest Trail, Austin, TX 78703, United States",,349,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,Breakfast,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",Apartment,10
704,Female,18-30,Indoors,IT Professional,Summer,10414699,12,0.333333333333333,0.25,0.416666666666667,0.416666666666667,0.25,0.166666666666667,0.166666666666667,0.333333333333333,0.416666666666667,0.166666666666667,8.33333333333333e-002,0.583333333333333,0.416666666666667,Entire home/apt,"Enfield Road, Austin, TX 78703, United States",,225,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,",Townhouse,10
705,Male,18-30,Outdoors,IT Professional,Fall,10059235,12,0.25,0.5,0.25,0.166666666666667,8.33333333333333e-002,0.25,0.5,0.166666666666667,0.416666666666667,0.166666666666667,0.25,0.416666666666667,0.583333333333333,Entire home/apt,"Vista Lane, Austin, TX 78703, United States",,750,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Heating,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",Apartment,9
706,Male,30-50,Outdoors,Contractor,Fall,11828332,12,0.583333333333333,0.25,0.166666666666667,0.25,0.333333333333333,0.25,0.166666666666667,0.5,0,0.25,0.25,0.5,0.5,Entire home/apt,"Lorrain Street, Austin, TX 78703, United States",,175,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials,""Hair Dryer"",""Laptop Friendly Workspace""}",Apartment,
707,Female,50+,Outdoors,Professor,Spring,11433316,12,0.166666666666667,0.333333333333333,0.5,0.333333333333333,0.333333333333333,0.25,8.33333333333333e-002,0.25,0.333333333333333,8.33333333333333e-002,0.333333333333333,0.5,0.5,Entire home/apt,"Enfield Road, Austin, TX 78703, United States",,500,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",",House,10
708,Female,30-50,Indoors,Contractor,Summer,1721522,12,0.583333333333333,8.33333333333333e-002,0.333333333333333,0.25,0.5,0.166666666666667,8.33333333333333e-002,0.166666666666667,0.166666666666667,0.416666666666667,0.25,0.416666666666667,0.583333333333333,Private room,"Avenue Ginette Javaux, Auderghem, Bruxelles 1160, Belgium",,45,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",Loft,9
709,Male,30-50,Outdoors,Contractor,Winter,1366683,12,0.25,0.416666666666667,0.333333333333333,0.333333333333333,0.25,0.166666666666667,0.25,0.333333333333333,0.25,0.166666666666667,0.25,0.833333333333333,0.166666666666667,Private room,"Avenue Cardinal Micara, Auderghem, Brussels 1160, Belgium",,110,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,9
710,Male,50+,Outdoors,Professor,Fall,1982597,12,0.333333333333333,0.416666666666667,0.25,0.333333333333333,8.33333333333333e-002,8.33333333333333e-002,0.5,0.333333333333333,0.416666666666667,0.166666666666667,8.33333333333333e-002,0.666666666666667,0.333333333333333,Entire home/apt,"Avenue Gustave Demey, Auderghem, Bruxelles 1160, Belgium",,50,"{Internet,Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,10
711,Female,30-50,Outdoors,Contractor,Spring,1523001,12,0.333333333333333,0.416666666666667,0.25,0,0.25,0.416666666666667,0.333333333333333,0.166666666666667,0.25,0.25,0.333333333333333,0.5,0.5,Entire home/apt,"Avenue Joseph-Jean Gossiaux, Auderghem, Brussels 1160, Belgium",,50,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,""First Aid Kit"",""Safety Card""}",Apartment,
712,Male,18-30,Outdoors,IT Professional,Spring,3455699,12,0.333333333333333,0.25,0.416666666666667,0.25,0.166666666666667,0.25,0.333333333333333,0.166666666666667,0.166666666666667,0.25,0.416666666666667,0.166666666666667,0.833333333333333,Entire home/apt,"Rue des P'Ècheries, Auderghem, Brussels 1160, Belgium",,53,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Essentials}",Apartment,10
713,Male,30-50,Outdoors,Contractor,Fall,1784125,12,0.25,0.5,0.25,8.33333333333333e-002,0.166666666666667,0.25,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0.583333333333333,0.416666666666667,Private room,"Avenue Fran'_ois-Bernard Verboven, Auderghem, Brussels 1160, Belgium",,59,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer}",Apartment,10
714,Female,30-50,Indoors,Contractor,Fall,4500294,12,0.333333333333333,0.583333333333333,8.33333333333333e-002,0.166666666666667,0.25,0.25,0.333333333333333,0.25,0.166666666666667,0.25,0.333333333333333,0.666666666666667,0.333333333333333,Private room,"Rue de la Chasse Royale, Auderghem, Bruxelles 1160, Belgium",,40,"{""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,""Fire Extinguisher"",Essentials}",Apartment,10
715,Male,18-30,Indoors,IT Professional,Fall,1324679,12,0.25,0.5,0.25,0.25,0,0.5,0.25,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,Private room,"Avenue Cardinal Micara, Auderghem, Bruxelles 1160, Belgium",,70,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",Apartment,9
716,Male,30-50,Outdoors,Contractor,Fall,1257616,5,0.4,0.6,0,0.4,0.2,0.2,0.2,0.6,0,0.2,0.2,0.4,0.6,Private room,"Passageway Pl, Agoura Hills, CA 91301, United States",,55,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",Essentials}",Apartment,9
717,Female,50+,Indoors,Professor,Spring,13381707,5,0.4,0.4,0.2,0.4,0,0.2,0.4,0.6,0.2,0.2,0,0.8,0.2,Private room,"Passageway Pl, Agoura Hills, CA 91301, United States",,62,"{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""",Apartment,10
718,Female,18-30,Outdoors,IT Professional,Winter,1227978,11,0.363636363636364,0.545454545454545,9.09090909090909e-002,0.181818181818182,0.272727272727273,0.181818181818182,0.363636363636364,0.454545454545455,9.09090909090909e-002,0.181818181818182,0.272727272727273,0.272727272727273,0.727272727272727,Private room,"Juniper St, Boston, MA 02119, United States",,90,"{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,9
719,Female,50+,Indoors,Professor,Winter,1114531,11,0.545454545454545,0.272727272727273,0.181818181818182,0.181818181818182,0.363636363636364,0.181818181818182,0.272727272727273,0.363636363636364,0.181818181818182,0.363636363636364,9.09090909090909e-002,0.454545454545455,0.545454545454545,Private room,"Terrace Street, Roxbury Crossing, MA 02120, United States",,105,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,9
720,Female,18-30,Indoors,IT Professional,Spring,3022976,11,0.636363636363636,9.09090909090909e-002,0.272727272727273,0.272727272727273,0.272727272727273,0.272727272727273,0.181818181818182,0.454545454545455,0,0.363636363636364,0.181818181818182,0.727272727272727,0.272727272727273,Entire home/apt,"Fort Hill, Boston, MA 02119, United States",,99,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,9
721,Male,50+,Indoors,Professor,Spring,3378411,11,0.454545454545455,9.09090909090909e-002,0.454545454545455,0.181818181818182,9.09090909090909e-002,0.727272727272727,0,0.181818181818182,0.363636363636364,0.363636363636364,9.09090909090909e-002,0.727272727272727,0.272727272727273,Entire home/apt,"Centre Pl, Boston, MA 02119, United States",,195,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Essentials}",Apartment,10
722,Female,18-30,Indoors,IT Professional,Spring,1632187,11,0.363636363636364,0.454545454545455,0.181818181818182,0,9.09090909090909e-002,0.545454545454545,0.363636363636364,0.545454545454545,0.181818181818182,0.181818181818182,9.09090909090909e-002,0.454545454545455,0.545454545454545,Entire home/apt,"Williams Street, Boston, MA 02119, United States",,143,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Buzzer/Wireless Intercom"",Heating,Washer,Essentials,Shampoo}",Apartment,9
723,Male,50+,Indoors,Professor,Fall,1102061,11,0.363636363636364,0.363636363636364,0.272727272727273,0.545454545454545,0.181818181818182,0.181818181818182,9.09090909090909e-002,0.363636363636364,0.181818181818182,0.272727272727273,0.181818181818182,0.454545454545455,0.545454545454545,Private room,"Alvah Kittredge Park, Boston, MA 02119, United States",,66,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer}",Apartment,9
724,Female,50+,Outdoors,Professor,Winter,4740924,11,0.454545454545455,9.09090909090909e-002,0.454545454545455,9.09090909090909e-002,0.363636363636364,0.272727272727273,0.272727272727273,0.181818181818182,0.363636363636364,0.272727272727273,0.181818181818182,0.363636363636364,0.636363636363636,Private room,"Hammond Street, Boston, MA 02120, United States",,132,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,""First Aid Kit"",Essentials,Shampoo}",Apartment,7
725,Male,30-50,Indoors,Contractor,Winter,4215596,11,0.363636363636364,0.454545454545455,0.181818181818182,0.181818181818182,0.181818181818182,0.272727272727273,0.363636363636364,0.181818181818182,0.181818181818182,0.363636363636364,0.272727272727273,0.454545454545455,0.545454545454545,Private room,"Roxbury St, Boston, MA 02119, United States",,99,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials,Shampoo}",Apartment,10
726,Male,18-30,Indoors,IT Professional,Winter,1275837,11,0.272727272727273,0.272727272727273,0.454545454545455,0.272727272727273,0.181818181818182,0.363636363636364,0.181818181818182,0.272727272727273,0.181818181818182,0.181818181818182,0.363636363636364,0.454545454545455,0.545454545454545,Entire home/apt,"Dudley St, Boston, MA 02119, United States",,300,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,""Smoke Detector"",Essentials}",Apartment,9
727,Male,18-30,Indoors,IT Professional,Spring,1176341,11,0.272727272727273,0.181818181818182,0.545454545454545,0.181818181818182,0.454545454545455,0.181818181818182,0.181818181818182,0.181818181818182,0.181818181818182,0.181818181818182,0.454545454545455,0.545454545454545,0.454545454545455,Private room,"Centre Street, Boston, MA 02119, United States",,79,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,10
728,Female,18-30,Indoors,IT Professional,Winter,245781,11,0.181818181818182,0.545454545454545,0.272727272727273,0.545454545454545,9.09090909090909e-002,0.181818181818182,0.181818181818182,0.363636363636364,0.272727272727273,0,0.363636363636364,0.727272727272727,0.272727272727273,Entire home/apt,", Boston, MA 02118, United States",,225,"{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly""}",Apartment,9
729,Male,50+,Indoors,Professor,Winter,1398797,11,0.545454545454545,0.272727272727273,0.181818181818182,0.272727272727273,0.181818181818182,9.09090909090909e-002,0.454545454545455,0.181818181818182,0.363636363636364,0.363636363636364,9.09090909090909e-002,0.545454545454545,0.454545454545455,Entire home/apt,"Columbus Ave, South End, Boston, MA 02118, United States",,305,"{TV,Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating}",Apartment,9
730,Male,30-50,Outdoors,Contractor,Summer,2029340,11,0.545454545454545,0.363636363636364,9.09090909090909e-002,0.272727272727273,0.181818181818182,9.09090909090909e-002,0.454545454545455,0.181818181818182,0.181818181818182,0.454545454545455,0.181818181818182,0.454545454545455,0.545454545454545,Private room,"Moreland Street, Boston, MA 02119, United States",,79,"{Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer}",Apartment,9
731,Male,18-30,Outdoors,IT Professional,Spring,11801967,12,0.25,0.5,0.25,8.33333333333333e-002,0.166666666666667,0.416666666666667,0.333333333333333,0.25,0.333333333333333,8.33333333333333e-002,0.333333333333333,0.416666666666667,0.583333333333333,Entire home/apt,"Forest Trail, Austin, TX 78703, United States",,349,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,Breakfast,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",Apartment,10
